latitude,longitude,accuracy,timestamp
46.53204444179749,6.556222103861802,6.862338019656783,1749144153.0
46.53199331412501,6.556176555491756,6.691254148355008,1749144154.0
46.53193403095342,6.556126554521735,87.2,1749144155.0
46.53187692995055,6.556068365359844,6.66235952235794,1749144156.0
46.53183278537736,6.556000895544583,6.947257218544625,1749144157.0
46.53180079818698,6.555935056310174,6.9829046097750735,1749144158.0
46.53177527189592,6.5558507530558,7.444632256556937,1749144159.0
46.53175730062838,6.555763836035217,7.867428206151604,1749144160.0
46.5317449989019,6.555683400020067,8.943442254357624,1749144161.0
46.531700704452106,6.555629560270263,8.579023376775057,1749144162.0
46.53163123053351,6.555627008230081,8.839793998431382,1749144163.0
46.53156607780892,6.555679588055136,9.273296381588402,1749144164.001
46.53152896835878,6.555778582829204,10.082729597663253,1749144165.001
46.53151925198521,6.555902554278561,9.704416894902009,1749144166.001
46.53148067211682,6.556024319094666,9.86601333183764,1749144167.001
46.5314007981664,6.55614786964776,10.107794019090637,1749144168.001
46.53129671573721,6.5562711800665925,9.222850962332975,1749144169.001
46.53119647044355,6.556394948534863,8.995877728851761,1749144170.001
46.53109608895473,6.556527153762774,8.07987980465779,1749144171.001
46.530998615109326,6.556656935781834,92.5,1749144172.001
46.53089907749469,6.5567885201125975,3.2762053444813453,1749144173.001
46.5308016267303,6.556923238978056,2.6254871912511315,1749144174.001
46.53070677624231,6.557058774300354,2.2623269171733518,1749144175.001
46.53061244265867,6.557185174073309,2.1299890015476404,1749144176.001
46.530533162899125,6.557333507283453,2.055972636637013,1749144177.001
46.530460015406575,6.557484035300468,2.0283134496204567,1749144178.001
46.53038215939298,6.557634255332147,2.015892901202063,1749144179.001
46.53032936424302,6.557793887704301,2.541277314113042,1749144180.001
46.53027759403883,6.557961279644341,2.7108033587400286,1749144181.001
46.53023956840099,6.558119156356331,54.1,1749144182.001
46.5302060033875,6.558295410045497,2.7908613378369598,1749144183.001
46.53017168061141,6.558470965603804,2.407283153503624,1749144184.001
46.5301664062834,6.558636222741441,2.856971242814193,1749144185.001
46.53015607556468,6.558800913891475,3.260209776487942,1749144186.001
46.53013516654125,6.558961519904563,2.711000020078394,1749144187.001
46.53012459413314,6.559121140217286,2.817949283664267,1749144188.001
46.53011271953493,6.559276283005615,2.568949840074408,1749144189.039
46.5300985522054,6.5594284698035565,2.313817994826099,1749144190.033
46.53008006334424,6.559580940931973,2.50930859810545,1749144191.033
46.53005909784959,6.559733956513851,99.8,1749144192.038
46.53003698416358,6.5598871481393015,2.457530377124882,1749144193.027
46.53001278719425,6.56003712341294,2.557289880574194,1749144194.034
46.52998808990215,6.560178505503329,2.383694232612586,1749144195.038
46.52995316531821,6.560300220951808,73.6,1749144196.04
46.52992200540904,6.560425915320917,2.54475121947922,1749144197.055
46.529881656357134,6.56054069317255,2.829431551654516,1749144198.041
46.5298517610362,6.560658849414042,2.724546032278002,1749144199.04
46.52982802858998,6.56075264790288,2.408342689399329,1749144200.033
46.52981085193661,6.5608193410392825,61.3,1749144201.035
46.52980575629972,6.560894251389369,2.8561540606996063,1749144203.068
46.529777165702,6.560957753319239,97.7,1749144206.04
46.52972403247254,6.5610391384091615,58.9,1749144209.045
46.52966795032155,6.561071272788696,2.393691140228146,1749144210.035
46.52960677672902,6.56108888804058,2.3664642522735075,1749144211.042
46.52953453747197,6.561071027955597,2.309882460304886,1749144212.044
46.529452811477626,6.561037455976595,2.246302372700697,1749144213.041
46.52937408970336,6.560973887940947,2.1589421556526287,1749144214.039
46.52928646675892,6.560905043586983,2.2596927604051986,1749144215.04
46.52919884563879,6.5608362786680745,2.5615898758901983,1749144216.037
46.52911090730159,6.560766852099119,2.3215338873985054,1749144217.04
46.52902276084432,6.560695923938235,3.093231829406743,1749144218.039
46.52893711827284,6.560625054079805,2.6252499551153785,1749144219.037
46.528849447966415,6.560552791216876,2.3242565263378245,1749144220.037
46.52875968367401,6.560483568638025,2.184512659210732,1749144221.031
46.52867715481602,6.560414332752608,2.095933731251275,1749144222.037
46.52860151023104,6.560352105485963,2.056113429106495,1749144223.034
46.528527234442095,6.560295662198034,2.100310307537776,1749144224.038
46.528457947200025,6.560239030142134,2.090623883145732,1749144225.037
46.52840065217104,6.5601887741797,2.3270366372835087,1749144226.038
46.52835582023549,6.560148883075593,2.293749291054253,1749144227.043
46.52830958271561,6.560112130731913,2.505911507990132,1749144228.038
46.52825703549307,6.5600680416472095,2.677280577918536,1749144229.041
46.52819541641615,6.5600182965812674,2.515691707713416,1749144230.041
46.52811909889088,6.559952375350954,2.47983474308896,1749144231.032
46.52803023499427,6.559875584365361,2.285843812616563,1749144232.037
46.52793163906194,6.559790117470308,2.619734013026958,1749144233.048
46.52782466696232,6.559701295495865,2.298589666640823,1749144234.043
46.52771028219418,6.559606371770723,2.2394665690188766,1749144235.041
46.527590743714136,6.559507565133323,2.5904219757338245,1749144236.043
46.52746744973957,6.559402782279001,2.784650373384752,1749144237.041
46.52734115567318,6.559296397882256,2.312789825032235,1749144238.036
46.52721346224826,6.559191349792625,2.1439221137529327,1749144239.05
46.527090426454215,6.559086388707121,2.055830015736288,1749144240.043
46.52696789681123,6.558985522802245,2.032632502749661,1749144241.049
46.526850462725925,6.5588833025854605,2.4431769708463147,1749144242.04
46.526736457078094,6.558784823008317,2.515105484688979,1749144243.042
46.52662134231296,6.558690800194815,2.214697879217731,1749144244.042
46.52651076574986,6.558601379227058,2.458026825113741,1749144245.048
46.52640425735037,6.558511246109634,2.739418824073282,1749144246.042
46.52629561641539,6.558423851540705,2.377217729419716,1749144247.044
46.5261883340062,6.558337931461417,2.169356190831208,1749144248.041
46.52607920569224,6.558246873360006,2.087032080195001,1749144249.043
46.52596710412531,6.55815174597736,2.3315000518833724,1749144250.043
46.52585052875022,6.558050387611516,2.164980998546865,1749144251.049
46.525729172868,6.557950590732263,2.0689039728248018,1749144252.04
46.525599635974615,6.557842963701269,2.46752320217083,1749144253.042
46.52546701770023,6.557732908310163,2.1775761569700465,1749144254.039
46.52532831614728,6.557623150347324,2.0790625289555758,1749144255.037
46.52518503367594,6.557514214014701,2.027821555279253,1749144256.04
46.52503867382243,6.557408397233368,2.0118039016690368,1749144257.041
46.52489688736066,6.557316308761848,2.3617819308235504,1749144258.043
46.52475961002126,6.55722818427129,3.046002583768279,1749144259.047
46.52462366507383,6.557146651750027,3.2802693100048157,1749144260.039
46.52449203502197,6.557069217774408,2.748605325223693,1749144261.035
46.5243687639523,6.556995921397358,2.422010535774931,1749144262.034
46.52424701442343,6.556928097653495,2.258657540483463,1749144263.043
46.52412802492056,6.556883203615986,2.347732409284972,1749144264.042
46.524000442873024,6.556830747995188,2.5748323981587267,1749144265.036
46.52388281785001,6.556788499699396,2.3794135223411024,1749144266.032
46.52376740184226,6.556746704907956,2.23762786347726,1749144267.034
46.52365744414439,6.55670977714914,2.347671858933229,1749144268.0
46.52356843534098,6.55668087648297,2.1916782303931157,1749144269.0
46.52349981216577,6.556652155647946,2.5455178619540573,1749144270.0
46.52343578407064,6.556635075730069,2.3224474709132963,1749144271.0
46.5233632118342,6.556617200790862,2.423007177340828,1749144272.0
46.523285469515926,6.556564556888247,2.4889055934106525,1749144273.0
46.52320499934649,6.556492266230311,2.3628012787595964,1749144274.0
46.52312879708706,6.55639308635954,2.205217051909632,1749144275.0
46.52304888433392,6.556282457687375,2.116414828517628,1749144276.0
46.52297103174409,6.556163662182218,2.0572168551924315,1749144277.0
46.52289576117005,6.556033422865441,2.030898493756998,1749144278.0
46.52282524320961,6.555894755570761,2.3751682195911648,1749144279.0
46.522760928211454,6.5557456443788045,2.230495051731584,1749144280.0
46.52270037646329,6.555586300838111,2.968674580017889,1749144281.001
46.522644928572895,6.555417942866025,2.625327834472171,1749144282.001
46.52259547872561,6.555243324924687,2.593169250000648,1749144283.001
46.52255482066305,6.555060138644867,2.8216065555493115,1749144284.001
46.52252625064855,6.5548769789286405,2.6564434286931826,1749144285.001
46.522504799831175,6.554703677912081,2.4661253815774504,1749144286.001
46.52245900416221,6.554554769563343,2.97764017611483,1749144287.001
46.52239085566253,6.554415530906648,3.1133158182885934,1749144288.001
46.52229923007773,6.554309899397698,2.5319721622723645,1749144289.001
46.52218085996936,6.554239874204546,2.2798370968901045,1749144290.001
46.52204436681519,6.554199682122323,2.3688065258110385,1749144291.001
46.52190226382013,6.554160028604207,2.717705790964488,1749144292.001
46.52175454383257,6.554116920985229,2.7513144601639903,1749144293.001
46.52160715004025,6.554071950709794,2.462998708328149,1749144294.001
46.52145613388162,6.554020477897822,2.170070258897592,1749144295.001
46.52130408543071,6.553969207554638,2.07527938714826,1749144296.001
46.52115148844677,6.553922071893398,2.076719967557278,1749144297.001
46.52100129562583,6.553866741636337,2.102451929472708,1749144298.001
46.52085056872563,6.553801307332591,2.163946225297014,1749144299.001
46.52070543206103,6.553723621823679,2.7111263918506783,1749144300.001
46.52056070567625,6.553640320581964,2.707721160989779,1749144301.001
46.5204171049672,6.553557916079434,3.1221699073868723,1749144302.001
46.52027278478769,6.553482056641025,2.6828241842806544,1749144303.001
46.52012562688212,6.553414990001346,2.3439695498293656,1749144304.001
46.51997657740479,6.55335785844579,2.2888396590343394,1749144305.001
46.51982753512047,6.553302429074623,2.1156896395587474,1749144306.001
46.519679527506646,6.553249215560868,2.170150077577442,1749144307.001
46.51953451606029,6.553197781866063,2.745171376980097,1749144308.001
46.51939235300026,6.55314512151732,2.677642727861216,1749144309.001
46.51925523906025,6.553091243532752,2.649778650664544,1749144310.001
46.51912245400118,6.553030042203774,2.4810240428972694,1749144311.001
46.51899931046228,6.552948665531317,2.213306220890072,1749144312.001
46.51888520431728,6.552849335450245,2.7276161926662748,1749144313.001
46.5187827759008,6.552737042110241,2.4839778238776344,1749144314.001
46.518693486788514,6.552623151732919,2.2284935768051106,1749144315.001
46.51862298867773,6.552514367607101,2.1193044468104527,1749144316.001
46.51856042733502,6.5524160334266295,2.0643338233512023,1749144317.001
46.51850560821459,6.552301139871055,2.035611803917006,1749144318.002
46.51846529037561,6.55217579007691,2.0197718160995186,1749144319.002
46.51838885381605,6.552091053867414,2.0143701770685665,1749144320.002
46.51829174869973,6.552033303082323,2.4408765850587826,1749144321.002
46.51818972340629,6.551941807110377,2.4641784944715206,1749144322.002
46.51808731700535,6.551826924967111,2.2295076061151176,1749144323.002
46.517980959967645,6.551711040652998,2.130921254840425,1749144324.002
46.51786654701137,6.55160154717058,2.07564822857128,1749144325.002
46.51774479701852,6.551494253435017,2.0338189838057223,1749144326.002
46.51762248928463,6.551384096311859,2.0146973370328323,1749144327.002
46.51750000556033,6.551270640667892,2.022907123014791,1749144328.002
46.51737862737078,6.551153066579454,2.911154778582886,1749144329.002
46.51725756276788,6.551030503801919,2.745263597332249,1749144330.002
46.51713858556474,6.550906527218124,2.754893312465008,1749144331.002
46.51702218604051,6.550780733318241,2.909878290428494,1749144332.002
46.51690320529893,6.550659867371287,2.9715495797711498,1749144333.002
46.51678774828552,6.5505391395133215,2.6273803380943805,1749144334.002
46.51667058567013,6.550414443976734,2.4584873098835067,1749144335.002
46.516559431504376,6.550299477461663,2.2408170121321302,1749144336.002
46.51645174568526,6.550180996700298,2.098391419842752,1749144337.002
46.51634647825044,6.55006056912814,2.514906414395343,1749144338.002
46.51625136036544,6.549926920971294,2.272400467937812,1749144339.002
46.51614813030962,6.549786669209637,2.6348243323857288,1749144340.002
46.5160535613318,6.549643630379032,2.261609710624315,1749144341.002
46.51596238234307,6.549493353801938,2.116840754830694,1749144342.002
46.51587069251451,6.5493404826978585,2.484432008121434,1749144343.002
46.51577542343503,6.54918502818609,2.4913638444596478,1749144344.002
46.51567760028663,6.549029274416553,2.1945822204761583,1749144345.002
46.51558097575695,6.548868549266316,2.0907074178742726,1749144346.002
46.51548002629265,6.548703151924276,2.0662423738210567,1749144347.002
46.51538332776084,6.54853595889028,2.2334259896053634,1749144348.002
46.51528976437498,6.548371557560438,2.356144525687789,1749144349.002
46.515203915605774,6.548204774248612,2.8817604492841,1749144349.999
46.51512764989172,6.5480375855024455,2.5987849714540907,1749144350.999
46.5150541422763,6.547869143888589,2.5717405290786464,1749144351.999
46.51498863975196,6.547697846411555,2.268206860540124,1749144352.999
46.51492870206389,6.547524703416585,2.26132629443633,1749144353.999
46.514871875794334,6.547349199242917,2.2667232108977315,1749144354.999
46.51481256234822,6.547170492296277,2.2648619160373906,1749144355.999
46.5147524364258,6.546994330447392,2.546741663176139,1749144356.999
46.51469261738311,6.546822569088542,2.532012569235669,1749144357.999
46.51462814233086,6.546652042703637,2.2483666912491582,1749144358.999
46.51455433026668,6.546490872195761,2.272181208210774,1749144359.999
46.51447628306258,6.546339619979223,2.2294075721564965,1749144360.999
46.514389291357816,6.546202750075071,2.292165749442825,1749144361.999
46.51429488865725,6.546071938510848,2.225435470279719,1749144362.999
46.5141968478202,6.545951046450661,2.224299705652826,1749144364.039
46.51409641785878,6.545838747988996,2.233609081607578,1749144365.041
46.51399525557533,6.5457377863589,2.2258663465808497,1749144366.032
46.513896657778616,6.54566188760235,2.3694179512272755,1749144367.038
46.51381260128574,6.545613485201518,2.2625897263303685,1749144368.043
46.51374074835718,6.545581639791473,2.7261462408472714,1749144369.04
46.51368416899847,6.545564208098992,2.4586097541993714,1749144370.035
